instruction_zh,input_zh
给我一篇奇怪的新闻报道。让它超出常规，但不要让它太恶心或令人不适。,
给出一组随机数，并找出其中最大的两个数。请编写Python代码。,"数据集为：[12,98,35,72,86,97,20,46,52,83]"
为一个名为“英语俱乐部”的学生活动编写一个活动计划。该计划应该包括活动的日期和时间、地点以及活动的内容。,
将以下段落改写成充满情感的版本。,“Mary 是一名程序员。她每天都坐在电脑前编写代码。”
根据输入的诗句，补全整首诗的内容。,诗句：“白日依山尽，黄河入海流。”
"翻译""hello""到日语。",
从以下列表中选择一个条目，并解释它对您的生活的影响。,"- 在家办公
- 在家健身
- 在家做饭"
请计算2000年至2010年间全球石油消耗总量。,
写一篇关于古罗马的历史文章。,没有上下文。
在给定的数据集中，找到一个具有最大AUC值的分类器并报告其性能。,数据集：sklearn库中的breast_cancer数据集
根据下列照片，写一篇短文。,（提供一张照片，展示多个人在海边玩耍）。
根据以下信息，编写一篇新闻报道。,近日极地的冰毯面积持续减少。
将这个文本中的错误单词或拼写错误的单词全部更正，输出修正后的文本。,The qick brown fnx jupx oVer the lzay dog.
请为一项健身挑战创建一个完整的训练计划。,这个挑战的目的是减脂，时间为八周。每周五天，每天训练时间为40-60分钟。训练内容包括有氧运动、力量训练和功能性训练，可以自由选择。
请向某个领域新手推荐一本好书。,学习编程的新手。
为下列商品分类。,商品：书包，笔记本电脑，橙汁，棒球
请创建一张黑白的卡通风格的家庭照片。,这张照片将用于一个家庭聚会的宣传海报。你已拍下了所有家庭成员的照片。
生成一些合适的文案，以便将以下产品推广给年轻的母亲。,"""我们有一种全新的婴儿奶瓶，它可以定时加热，确保你的宝宝在饮用时始终保持温暖。这是母亲的最爱，非常方便。"""
使用以下信息在Excel中创建一张表格，并计算每个公司总资产的总和。,"公司名   股票指数   总资产 
A         15           1,000 
B         12           500 
C         18           2,000 
D         10           1,500"
在下面的文本框中录制一段音频，介绍你自己。,
"将以下字符串解密为明文：""g fmnc wms bgblr rpylqjyrc gr zw fylb. rfyrq ufyr amknsrcpq ypc dmp. bmgle gr gl zw fylb gq ""
+ ""glcddgagclr ylb rfyr'q ufw rfgq rcvr gq qm jmle. sqgle qrpgle.kyicrpylq() gq pcamkkclbcb. ""。",
根据以下条件，选择一所适合你的大学：要求住宿、众包项目、高就业率、学生多元化。,你正考虑升学。
请告诉我哪一个年龄段的人最容易得心脏病？,
请用一句话总结下面这篇文章。,这篇文章是一篇关于如何写软件代码的文章。文章提供了一些写代码的技巧和建议。
给我5个学习外语的建议。,我想学习一门外语。给我一些学习外语的建议。
为一家新咖啡店设计一个标志。,这是一家新开业的咖啡店，名为“Caffeine”。
创建一个令人愉快的生日派对计划。,你即将为你的好友举办一个生日派对。你想让这个派对充满开心和欢乐。
告诉我如何制作蛋糕。,
根据这张图片的主题，创作一首诗歌。,图片：一张海滩的照片，有一个人独自站在沙滩上。
创建一张海报，宣传一个慈善活动。,该慈善活动是为了帮助当地的流浪猫和狗。您可以使用自己的创意来制作宣传海报。
为一份研究报告编写一段摘要，要点包括研究背景、研究目的和发现。,该研究调查了当地居民对城市垃圾处理的态度，并发现大多数人支持回收和分类垃圾，但缺乏适当知识和资源。
将以下三个单词组成一句话，并加上一个名词短语，使其成为一个完整的句子：“草原，奔跑，自由。”,
将下面这段内容粉刺出来。 您应该删除这段内容，并确保所涉及的事情已得到妥善处理。,这位CEO受到一项指控，称他不道德和违反公司政策。具体来说，他似乎在商业交易中利用了他的职务，提高业绩来获得更高的奖励，以及在公司开支中浪费了钱。
写一篇自我介绍。,请写一篇针对潜在雇主的自我介绍信。
概括这篇小说的情节。,"""一天晚上，一个男人正睡在他的房间里，突然被一个声音吵醒了。他惊恐地坐起来，准备去看发生了什么。当他拿起灯，准备下楼时，他听到了更多的声音，似乎是几个人的。他逐渐逼近噪音的方向，只听到了一种声音，那是失声痛哭的女人的声音。当他拐过一个角时，他看到一个女人蹲在门边，四处张望。他向她靠近时，她转过身，露出了一张惊慌失措的脸。"""
将这个列表转换为HTML表格。,我刚刚写了一个包含多个数据的列表，需要将它转换成HTML表格以便在网页中显示。
请列举出5个与棒球相关的术语。,棒球是一项受欢迎的运动，其中有很多独特和有趣的术语和说法。
找出以下列表中的最小值。,"[22, 45, 12, 67, 88, 55, 100, 9, 30]"
找到最便宜的航班从北京到上海，返回航班号和价格。,
请生成一篇短文，其中涉及人类工程学领域的某个方面。该短文应该包括以下主题：项目描述、目标、使用的工具和技术、最终结果。,
找到以下文本中所有的动物品种。,文本：动物界有数百万种不同的物种，包括哺乳动物、爬行动物、鸟类、鱼类、两栖动物和无脊椎动物等。每一种动物都有其独特的食性、习性和生存方式。一些著名的动物品种包括狮子、老虎、大熊猫、猎豹、金钱豹、长颈鹿、斑马、大象、猩猩、黑猩猩、企鹅、海豚、鲨鱼、鲸鱼、蝴蝶、蚂蚁、蜜蜂、蝙蝠等。
请根据所给的版本号和更改记录，判断是否需要更新软件。,"软件版本：2.0.1
更改记录：修复了一个BUG并更新了一些安全性"
根据给定的主题，写一篇最少300字的文章。,主题：人工智能在医疗行业中的应用
请将以下句子进行去除停用词的处理。,I have a beautiful flower garden in my house.
为一家在社交媒体上运营的咖啡店制定一个定期发布的内容计划。,咖啡店需要在社交媒体上推广自己，吸引更多的顾客。
找出下面句子中的动词和名词。,我正在读一本名叫《时间简史》的书，它由史蒂芬·霍金写的。
根据给定的单词，生成一个与此单词相关的短故事。,单词：“长颈鹿”
根据给定的文本，生成一个填空的问题。,文本：近年来，随着人们对素食饮食方式的认识逐渐增加，越来越多的人选择放弃肉类，转向素食主义。为了满足这种需求，越来越多的餐馆开始推出全素菜单以及素食选项。
根据线索，创建一份推销游戏的广告。,您正在尝试吸引更多玩家来玩您的游戏，并需要创建一份广告以吸引他们的注意。
创建一个包含5个选项的多选题，然后提供一组正确答案和分数分配规则。,选择以下哪些国家不是欧洲国家：美国、英国、法国、日本、瑞典？
根据给定的样本数据，创建一个人工神经网络。,样本数据：一列数字，每列有10个行，共100列。
给出一个建议，如何为专业领域保持学习。,你是一名科学家。你想保持自己在这个领域的竞争力。请提供一些有关如何保持学习的建议。
如果需要，删除这些指定行的重复条目。,我刚刚从另一个文档中复制了一些数据到这个表格中。我需要检查并删除重复的数据。
对以下英文文本进行翻译。,The quick brown fox jumps over the lazy dog.
根据以下内容，将这篇文章标题写成10个字以上的句子。,"标题：如何成为一名优秀的程序员？
正文：每个人都有机会成为一名优秀的程序员，前提是需要一定的技术和知识储备，以及坚持不懈的努力。以下是成为一名优秀程序员的关键要素：全面的编程知识、贯彻实践编程、热爱编程并享受解决问题的过程、曾经在某些项目中表现出色、持续学习和进步、对待你的代码要严谨。"
根据给定的时间表，计算出两个城市之间的飞行时间。,"出发城市：上海 目的地城市：伦敦
出发时间：上午9点
到达时间：下午3点
航班路线：上海浦东国际机场 - 伦敦希斯罗机场"
找到一家距离我最近的印刷店，检查他们是否有A4纸和彩色打印服务，询问他们的收费标准。,
写一篇报道，讲述一件热门新闻事件的最新进展。,抗议活动引发的城市混乱
请提供一些可以提高大学生学习成绩和成功的建议。,面对日益激烈的学术竞争和繁重的课程负担，大学生需要掌握一系列有效的学习技巧来取得成功。
请为我找到一个适合阅读的好书。,我喜欢读书，但我最近找不到好书推荐。可以给我推荐一些好书吗？
请将以下短文编辑成一篇通顺的文章。,小明喜欢唱歌跳舞。他每天都会练习。他觉得唱歌对嗓子很好，跳舞对身心也很有益处。每当他心情不好的时候，就会去练习唱歌跳舞。他觉得这样可以放松自己的心情。
在此刻，花五分钟记录下你的想法，并写下你认为人生中最重要的一件事。,你正在思考你的人生目标和价值观。
写一篇关于人工智能未来发展的短文，包括对未来人工智能可能带来的影响和挑战的讨论。,
编写一个简单的计算器程序，它可以将两个数相乘，然后将结果输出给用户。,
将给定的数据导入数据库中，以便进一步的数据分析。,我们有一组JSON文件，包含了去年某一地区所有的天气数据。我们需要将这些数据导入数据库，以便进行更深入的数据分析和挖掘。
描述如何做一道蒜香牛排。,你正在为你的朋友准备一顿晚餐。
为一批新员工制定培训计划，以使他们能够在公司中获得成功。,一批新员工将很快加入我们的公司，需要进行培训，以适应公司的文化和工作方式。
写一篇短文，介绍三个你最喜欢的电影之一。,
为一家小型企业撰写一篇投资建议。,你是一位经济学家，现在，你要为一家小型企业撰写一篇针对其发展状况的投资建议，建议内容包括公司的财务状况、市场前景和未来方向。
描述一种您认为值得前往的度假胜地。,您即将去一个度假胜地，但是您还没有决定哪个度假胜地是最值得前往的。请描述一个您曾经去过的度假胜地，并解释为什么您觉得它是值得前往的。
列出能够捕捉特定意见或情绪的词汇。,
提供一个在以下Java代码中使用的注释，解释该代码的用途。,"以下是一个Java代码段。请说明它的作用，并添加注释。

```java
public static void main(String[] args) {
    // 定义一个字符串数组，包含三个用户名称
    String[] users = {""Alice"", ""Bob"", ""Charlie""};

    // 打印出所有用户的名称
    for (String user : users) {
        System.out.println(user);
    }
}
```"
编辑这段描述，使其尽可能地吸引受众：,描述：这座城市是一座拥有悠久历史的文化古都。它处于一片非常美丽的景色之中，拥有许多著名的景点和博物馆。你可以在这里享受到美食、购物和一系列有趣的活动。
写一个句子描述一只兔子在草地上的样子。,这只兔子在花园里吃草。
给定一段文字，请将其中的重复或多余内容删除，使得句子更加流畅。,但实际上，那时我并不明白这些事。我是说，这些概念很难理解，而且一旦你理解了它们，它们似乎就没有什么用处。
请为下列图片从以下选项中选择正确的图片标签。,"图片 | 著名建筑 | 古希腊

A) 天宫庙
B) 帕台农神庙
C) 雅典卫城
D) 大英博物馆"
以你最喜欢的一幅画为基础，写一篇描述性的文章。,
请选择一件事情，该事情是你想要学习的，为此你需要花费一段时间和精力来实现。在这个领域中，请列出3件你想要学习的事情。,
给定两个文档，请使用自然语言处理一些技术比较这些文档，并进一步比较它们的差异。,"文档1：这篇谈论语言学的文章会尝试解释离散二元元素的一些概念。 这个想法来自于许多先前的研究。现在，我们将深入探讨两个研究中的重要特征，比较它们，从而分析这些研究的联系。 我们将首先描述在新研究中使用的方法和算法，然后是以前的研究的一些重要贡献。

文档2：这篇论文介绍了一个新的方法，称为连续文本学习（CTL），这是因为它在连续空间中发现语言表示。 相比之下，传统方法（例如word2vec [1]和GloVe [2]）是在离散空间中近似语言表示的。 CTL是一个基于领域特定的语料库，坚信在预测的未来文本之间存在着明显的语义结构，这个语义结构在新颖的领域中显得尤为明显。"
"描述""喜马拉雅山""的地理位置并指出其位于哪个国家。",你最喜欢的旅游景点是喜马拉雅山。请用一句话描述它的地理位置，并指出它位于哪个国家。
请描述你认为的完美生日礼物。,你的朋友过几天就要生日了。
找到最近的餐馆，查看它们的菜单和评论，并为它们打分/评级。,你现在正在一座陌生的城市，想找到一家好的餐馆。请在网络上搜索一下最近的餐馆，并查看他们的菜单和上网站上的评论。然后，请为每家餐馆打分或评级，包括食物质量、价格、服务等方面。
编辑一篇企业新闻稿，宣布公司即将推出的新产品。（包括产品名称，特征和上市时间）,您是公司的PR主管，需要为即将推出的新产品创建一份新闻稿，宣传产品。此产品针对年轻人市场。
将给定的10个句子进行分类，每种类型应至少有两个句子。将它们划归到某一类别，并解释为什么。,"1. 计算机视觉让机器能够理解并解释来自现实世界的视觉数据。
2. 我们可以使用 TF-IDF 向量化文本数据，以用于机器学习模型。
3. 训练一个语音识别模型需要大量的数据。
4. 神经网络模型可以用于预测股票价格。
5. TensorFlow 是开源社区中最受欢迎的深度学习框架之一。
6. 改良神经网络结构可以提高模型的性能。
7. Word2Vec 将单词转换为向量表示，便于计算机处理。
8. Apache Spark 是一种快速开源的大数据处理引擎。
9. K-平均聚类是一种无监督学习算法，可用于数据聚类。
10. 线性回归可以用于预测数值数据。"
创造一个自然风景的描写。,风景：一个海边的日落。
列出5种不同类型的披萨配料，以及最适合它们的饮品。,
为解决气候变化给出可行的解决方案。,采用生态友好型的旅游方式
"使用以下3个单词构成一个句子：

夏天、热、沙滩",
请提供我一份有关太空探索的报告。,我对太空探索有着特别浓厚的兴趣。
哪个国家在2020年奥运会上赢得了最多的金牌？,
根据给定编号，将名字与年龄匹配，并按年龄排序。,编号：1.李华，20岁；2.张明，25岁；3.王磊，18岁；4.赵丽，30岁；5.刘涛，22岁。
把一段字符串中的元音字母替换成另一个指定的元音字母。,"字符串： ""The quick brown fox jumps over the lazy dog""
目标元音字母： ""i"""
回答这个迷题：在一个15人的制鞋工厂里，你可以同时制作两个鞋子或打一支伞。怎样才能在最短的时间内制作出15对鞋子和一个伞？,
列出五个你最喜欢的歌曲。,
"""请提出三个不同的解释，解释文本中的隐喻或比喻""","""她的头发如同深色的瀑布，发根紧贴着骨质的枕骨，然后一泻千里，像一条黑丝带，直至过肩之下。"""
在一个字符串中找到一个子字符串，并将它替换为另一个字符串。,"字符串：""Hello World!""，子字符串：""Hello""，替换为：""Bonjour"""
"根据以下表格数据，为A、B、C公司分别制定营销计划。
数据：
产品      A公司销量      B公司销量     C公司销量
苹果       1000                2000             3000
香蕉       2000                3000             1000",
提取这段文本中所有的人名、地名和组织机构名。,"""上海市位于中国的东部，是世界著名的国际大都市之一。上海有许多历史文化名胜，如豫园、城隍庙、外滩等。上海的很多企业也颇负盛名，如华为、阿里巴巴、联想等。"""
根据所给的文字排版完成这篇文章。,这是在社交媒体上找到的一段文字，还没有被编辑过。
创建一个工作空间的设计方案。,工作空间类型：创意写作工作室
请推荐我学习一门新的语言。,我现在会说英语和中文，但我想学习一门新的语言。
从以下选项中选择一个，然后简要说明你为什么对它感兴趣：未来旅游目的地，烹饪食谱，名人传记，世界历史，科技新闻，健康生活。,无。
为此摄影展准备一份展示计划。,展览：黑白摄影展。
列出以下动物的寿命，从短寿到长寿排序：蜻蜓、小鸟、大象、鲸鱼。,无。
找出给定的两个数字之间的最大公约数。,数字1：36，数字2：48
请告诉我这个词的反义词。,词：开心
描述一下如何为自己的公开演讲做准备。,你即将参加一场小型座谈会。你需要为这个场合做一次20分钟的演讲。
根据用户提供的信息，帮助他们查找最适合其需求的手机。,用户输入信息：预算5000元，需要大屏幕，长续航，适合游戏和拍照。
评价《红楼梦》这本书，并解释它为什么是中国文学宝库里非常重要的一部作品。,
自动识别100张给定图片中的人脸，并将其识别出来。,提供100张包含人脸的图片，并注明有多少人脸。
生成一篇有关环保的文章，强调个人责任。,文章将被用于教育学生。
对给定的音频数据进行降噪和去除杂音。,
如果你正在拍一部短片，为主人公设计一个复杂的人物背景。,你正在筹拍一部讲述一个主人公的成长故事的短片，你需要为这个人物设计一个复杂的背景，使他的行为和决策具有信服力。
请给我提供一些游戏化学习的网站。,我想尝试一些不同的方法来学习新的技能。
请写一篇300字的关于雨林学的文章。,
哪种蔬菜被称为“皇后”？,许多蔬菜在世界各地都被种植和食用。您可能知道其中一些蔬菜的名称，但是否有一种被称为“皇后”的蔬菜呢？
在给定的文章中找到一个特定的单词或短语。,"文章：在人生中最辉煌的时期，我们年轻、有活力、充满激情、有雄心壮志。我们人生道路的天空没有灰云，我们的前程路径漫长而美好。

目标词汇：活力。"
给定下列数列，输出除第一个元素外的所有奇数元素。将这些元素以逗号分隔的格式输出。,"""数列：[1,2,3,4,5,6,7,8,9,10]"""
请帮我分析最近一周的股票走向。,我拥有一些股票，但我不知道最近的市场变化对我的投资有什么影响。
撰写一篇旅游博客，描述你最近参观的一个国家公园。,你前往了黄石国家公园。你在那里参加了一次旅行，并观察了动物、景点和地标。请撰写一篇博客文章，其中包括你的观察和体验，并向读者推荐该公园。
请用三个单词描述金枪鱼。,
请给我三个不同的例子，每个例子必须涉及到至少两个变量之间的关系。然后，为每个例子提供一组数据和一个等式，用于描述这两个变量之间的关系。,
请列举以下成语中的拼写错误。,成语：如虎添翼、达到目的、原来如此
请翻译下列短语。,"""Bonjour, comment ça va?"""
为一家时装店撰写一篇关于夏季服饰潮流的时装指南。,你是一位时尚编辑，为一家时装杂志工作，目前你受到了一家时尚店的邀请，希望你能够撰写一篇关于夏季服饰潮流的时装指南，吸引更多的消费者。
创建一个资料库，以跟踪你的健身计划。,你需要一个工具，来跟踪你的健身计划，例如你的运动量、食谱和体脂百分比。你决定使用一个简单的资料库来保存这些信息。
从提供的两个选项中，选择一个用传统方式拍摄的带照片的食物评价。,"选项1: 一个黑白风格的披萨外卖的照片。
选项2: 一个以现代方式制作的汉堡的一侧图。"
请编写一个小程序，计算一组数据的平均值和标准差。,您已经收集了一组数据，需要计算其平均值和标准差以进行进一步分析。
给出一个关于金融市场的论点，包括支持和反对意见。并结合相关数据进行分析。,我们将探讨如何判断股票的价值是否高估或低估。有些分析师认为股票价格会高涨，因为市场预期公司未来的收益会增加。而一些投资者则担心公司的基本面并不支持这样的上涨。
请描述一下你的理想伴侣。,你单身已久。
在这个文档中，寻找并更改每个错误的单词。,这是一个包含1000个单词的Microsoft Word文档。其中包含一些错误的单词。
将电子邮件标题中的所有单词转换为标题大小写。,"邮件标题为：""新产品发布会邀请函"""
在所给时间段内，归档一系列历史事件。,请归档2000至2020年间发生的一系列历史事件。
"从以下字典中提取键为 ""name"" 的值。输出结果。","person = {""name"": ""Bob"", ""age"": 25, ""is_student"": True}"
请创建一个卡片来庆祝某位朋友的生日。,我的朋友即将过生日，我想给他/她送个特别的礼物。
将给定的单词分类为名词、动词和形容词。,给定单词：华丽、笔记本、思考、摄影、忙碌、快。
"请从以下单词中选择一个单词，作为谜底：
• 蜜蜂
• 鲤鱼
• 鹤
• 树叶
• 咖啡",您是一名制作者，需要制作一款谜语游戏。您需要从所提供的单词列表中选择一个单词作为谜底，并向您的受众提供关于这个单词的一些提示。
为一个品牌写一条广告语。,品牌：苹果
针对您所在的领域，请提供三个最重要的潜在问题，并为每个问题提供解决方案。,您是从事某个特定领域的专业人士，并需要了解行业内的热点问题以及潜在的解决方案。
请告诉我今天北京的天气如何？,
根据提供的数据，创建一个基于地理位置的推荐算法。,用户位置，商家位置和历史交易数据。
给我推荐一些适合我学习的在线课程。,我想学习一些新的技能，但我没有时间去参加实体学习班。
"请根据下列信息计算某位员工的每月薪资。

月基本工资：¥8000
加班费：¥300/hour（月最多加班20小时）
完成任务奖金：¥5000",
帮我发掘目前流行的趋势并为我提供一些市场竞争对手的信息。,我准备在一个新市场上开展业务，想要了解目前市场的趋势和主要竞争对手的信息。
